bin	name	chrom	strand	txStart	txEnd	name2
199	NR_038955	chr9	+	132250938	132275965	LINC00963
117	NR_046203	chr9	+	46763790	46833319	LINC01189
9	NR_110643	chr9	+	1048142	1048640	LINC01230
609	NR_121585	chr9	+	3181588	3200500	LINC01231
94	NR_038977	chr9	+	22646198	22824212	LINC01239
781	NR_121604	chr9	+	25780053	25812966	LINC01241
816	NR_046204	chr9	-	30388932	30408452	LINC01242
824	NR_135134	chr9	-	31371608	31381488	LINC01243
842	NR_109755	chr9	-	33732972	33738414	LINC01251
1092	NR_121647	chr9	+	66457288	66469310	LINC01410
1649	NR_135288	chr9	-	139506479	139511633	LINC01451
1160	NR_121120	chr9	-	75486644	75489025	LINC01474
1160	NR_121180	chr9	-	75486644	75489025	LINC01474
1160	NR_121181	chr9	-	75486644	75489025	LINC01474
21	NR_121578	chr9	-	105902809	106087315	LINC01492
20	NR_034157	chr9	-	93224713	93345028	LINC01501
1641	NR_109814	chr9	+	138466770	138478958	LINC01502
1641	NR_034017	chr9	+	138466770	138478958	LINC01502
1641	NR_034016	chr9	+	138466770	138478958	LINC01502
1592	NR_120685	chr9	+	132099201	132109756	LINC01503
1592	NR_120686	chr9	+	132099201	132109756	LINC01503
1156	NR_110953	chr9	+	74920351	74930384	LINC01504
1156	NR_110952	chr9	+	74920351	74958126	LINC01504
1419	NR_104145	chr9	+	109378338	109442081	LINC01505
1127	NR_109769	chr9	-	71158456	71161518	LINC01506
151	NR_121213	chr9	+	82439444	82649470	LINC01507
1215	NR_121212	chr9	+	82589937	82649470	LINC01507
161	NR_109795	chr9	-	93063177	93195771	LINC01508
1425	NR_121581	chr9	-	110182564	110228866	LINC01509
1521	NR_132393	chr9	+	122697337	122700110	LINC01613
12	NM_152570	chr9	-	27948083	28719303	LINGO2
12	NM_001258282	chr9	-	27948083	29212998	LINGO2
1572	NM_001174146	chr9	+	129376721	129463311	LMX1B
1572	NM_001174147	chr9	+	129376721	129463311	LMX1B
1572	NM_002316	chr9	+	129376721	129463311	LMX1B
163	NR_015444	chr9	+	94895115	94900911	LOC100128076
1312	NR_036505	chr9	+	95380331	95382817	LOC100128361
1650	NR_033913	chr9	+	139640612	139644363	LOC100128593
1554	NR_027406	chr9	+	127115751	127121463	LOC100129034
1300	NR_033912	chr9	-	93825575	93837414	LOC100129316
1629	NR_135126	chr9	+	136919411	136923927	LOC100130548
1325	NR_033937	chr9	+	97094757	97123230	LOC100132077
1092	NR_135128	chr9	-	66490071	66494170	LOC100132249
1345	NR_038890	chr9	+	99631181	99634510	LOC100132781
207	NR_121583	chr9	-	140762376	140787022	LOC100133077
1116	NR_024443	chr9	+	69651360	69664949	LOC100133920
1603	NR_027440	chr9	-	133452736	133454881	LOC100272217
1527	NR_027442	chr9	+	123555774	123561009	LOC100288842
168	NR_036526	chr9	+	100000707	100059596	LOC100499484
168	NR_036527	chr9	+	100000707	100139577	LOC100499484-C9ORF174
168	NR_036528	chr9	+	100000707	100139577	LOC100499484-C9ORF174
168	NR_036529	chr9	+	100000707	100139577	LOC100499484-C9ORF174
2	NM_001199233	chr9	-	117428713	117444369	LOC100505478
2	NR_133056	chr9	-	117428713	117444369	LOC100505478
1552	NR_135129	chr9	-	126768555	126771675	LOC100505588
1588	NR_046240	chr9	+	131486740	131495522	LOC100506100
97	NM_001004352	chr9	+	26066672	26118406	LOC100506422
1334	NR_038982	chr9	+	98225890	98232301	LOC100507346
204	NR_103451	chr9	-	137711260	137764464	LOC101448202
856	NR_135130	chr9	+	35646266	35647472	LOC101926948
1131	NR_110647	chr9	-	71568003	71590757	LOC101927069
1172	NR_121182	chr9	+	76986446	76998446	LOC101927358
1208	NR_109771	chr9	-	81750337	81760581	LOC101927450
1228	NR_109772	chr9	+	84304627	84391814	LOC101927502
1246	NR_110995	chr9	+	86678357	86709494	LOC101927575
1262	NR_110996	chr9	+	88742454	88771987	LOC101927623
923	NR_121564	chr9	+	44384584	44391314	LOC101927827
1292	NR_109791	chr9	+	92731697	92749768	LOC101927847
1315	NR_121565	chr9	-	95770396	95777226	LOC101927954
911	NR_135597	chr9	-	42817547	42857852	LOC101928195
136	NR_135597	chr9	-	66969462	67030841	LOC101928195
1116	NR_135597	chr9	+	69651501	69712879	LOC101928195
911	NR_121570	chr9	+	42771707	42782614	LOC101928381
1095	NR_121570	chr9	+	66922966	66933829	LOC101928381
1117	NR_121570	chr9	-	69746916	69757784	LOC101928381
1121	NR_121570	chr9	-	70364017	70374924	LOC101928381
170	NR_109802	chr9	-	102348067	102582171	LOC101928438
1399	NR_109803	chr9	+	106761989	106762763	LOC101928523
1640	NR_121579	chr9	-	138395118	138398293	LOC101928525
1484	NR_110950	chr9	-	117881818	117900688	LOC101928748
1489	NR_109805	chr9	-	118501948	118506518	LOC101928775
1660	NR_121582	chr9	-	140934954	140939523	LOC101928786
1503	NR_109806	chr9	+	120410883	120419304	LOC101928797
1661	NR_135133	chr9	-	141090384	141093903	LOC101928932
1569	NR_121584	chr9	-	129032402	129038194	LOC101929116
1592	NR_121587	chr9	+	132044694	132047998	LOC101929331
95	NR_121602	chr9	-	23500688	23672397	LOC101929563
911	NR_136299	chr9	-	42817547	42857202	LOC101929583
136	NR_136299	chr9	-	66969462	67030191	LOC101929583
1116	NR_136299	chr9	+	69652151	69712879	LOC101929583
1314	NR_136301	chr9	-	95567666	95570369	LOC101929748
1581	NR_136302	chr9	+	130578344	130584799	LOC102723566
928	NR_121606	chr9	-	45003233	45005290	LOC102723709
1102	NR_121606	chr9	+	67779122	67781179	LOC102723709
1276	NR_135138	chr9	-	90681349	90692815	LOC102724156
1276	NR_135137	chr9	-	90681349	90692815	LOC102724156
905	NR_126048	chr9	+	42018870	42020413	LOC102724238
941	NR_126048	chr9	-	46686628	46688171	LOC102724238
1098	NR_136300	chr9	+	67290450	67334405	LOC102724580
1109	NR_136306	chr9	+	68726465	68767301	LOC102725126
923	NR_126050	chr9	+	44401769	44403260	LOC103908605
942	NR_126050	chr9	+	46843668	46845159	LOC103908605
659	NR_135135	chr9	+	9799391	9803787	LOC105375972
937	NR_135136	chr9	-	46163625	46168270	LOC105376064
1243	NR_135839	chr9	+	86322749	86328408	LOC105376114
1243	NR_135840	chr9	+	86323245	86328408	LOC105376114
1401	NR_135141	chr9	+	107032509	107048859	LOC105376194
1561	NR_135145	chr9	-	127961811	127962675	LOC105376271
1621	NR_135119	chr9	-	135903538	135905809	LOC105376306
1659	NR_132977	chr9	-	140838081	140841512	LOC105376331
1659	NR_132978	chr9	-	140838081	140841512	LOC105376331
909	NR_136310	chr9	+	42468588	42474238	LOC105379252
913	NR_136310	chr9	-	43027662	43033312	LOC105379252
1115	NR_136310	chr9	+	69476016	69481677	LOC105379252
895	NR_135122	chr9	+	40683818	40685916	LOC105379450
1339	NR_132344	chr9	-	98868942	98878693	LOC158434
167	NR_033838	chr9	+	98828120	98864194	LOC158435
1281	NM_001100111	chr9	-	91262093	91267075	LOC286238
911	NR_046175	chr9	-	42844369	42859085	LOC286297
1096	NR_046175	chr9	-	67017374	67032072	LOC286297
1349	NR_026847	chr9	-	100153118	100158973	LOC286359
177	NR_126029	chr9	-	109737113	109865269	LOC340512
699	NR_003920	chr9	+	14993324	15019722	LOC389705
1259	NR_029410	chr9	+	88420916	88457794	LOC389765
1275	NR_040117	chr9	-	90472957	90473971	LOC392364
1598	NR_135124	chr9	-	132902888	132906498	LOC401554
1638	NR_046107	chr9	+	138073454	138079152	LOC401557
1092	NR_122076	chr9	-	66513679	66553911	LOC403323
1092	NR_122077	chr9	-	66523813	66553911	LOC403323
158	NR_027471	chr9	-	89623365	89657041	LOC440173
1112	NR_015361	chr9	-	69174213	69181041	LOC440896
1345	NR_028350	chr9	+	99671356	99672737	LOC441454
1344	NR_026792	chr9	+	99488102	99489749	LOC441455
1269	NR_036691	chr9	-	89698800	89700140	LOC494127
1565	NR_122032	chr9	-	128506033	128508208	LOC51145
905	NR_126049	chr9	+	42018874	42020413	LOC554249
941	NR_126049	chr9	-	46686628	46688167	LOC554249
914	NR_027472	chr9	-	43140536	43145484	LOC642929
1314	NR_111003	chr9	+	95644848	95651837	LOC642943
1092	NR_126047	chr9	+	66553199	66555601	LOC728673
849	NM_001320037	chr9	-	34664159	34666053	LOC730098
849	NM_001320038	chr9	-	34664159	34666053	LOC730098
849	NR_135148	chr9	-	34664159	34666053	LOC730098
181	NM_001401	chr9	-	113636053	113800365	LPAR1
181	NM_057159	chr9	-	113636053	113800365	LPAR1
98	NM_022901	chr9	-	26993134	27005691	LRRC19
1653	NM_001013653	chr9	-	140063211	140064491	LRRC26
1457	NR_034087	chr9	-	114365110	114375833	LRRC37A5P
1589	NM_019594	chr9	+	131644390	131680317	LRRC8A
1589	NM_001127245	chr9	+	131644390	131680317	LRRC8A
1589	NM_001127244	chr9	+	131644780	131680317	LRRC8A
1578	NM_001005373	chr9	+	130213764	130265780	LRSAM1
1578	NM_001190723	chr9	+	130213764	130265780	LRSAM1
1578	NM_138361	chr9	+	130213764	130265780	LRSAM1
1578	NM_001005374	chr9	+	130214533	130265780	LRSAM1
682	NM_203403	chr9	+	12775011	12823059	LURAP1L
85	NR_125775	chr9	-	12699998	12814388	LURAP1L-AS1
142	NM_153267	chr9	+	72658496	72841888	MAMDC2
142	NR_125850	chr9	+	72658496	72841888	MAMDC2
1140	NR_040076	chr9	-	72768049	72790804	MAMDC2-AS1
1651	NM_206920	chr9	+	139746818	139755251	MAMDC4
206	NM_016219	chr9	+	139981378	140003639	MAN1B1
206	NR_045720	chr9	+	139981378	140003639	MAN1B1
206	NR_045721	chr9	+	139981378	140003639	MAN1B1
1652	NR_027447	chr9	-	139979397	139981269	MAN1B1-AS1
195	NM_001006617	chr9	-	128199672	128469513	MAPKAP1
195	NM_001006619	chr9	-	128199672	128469513	MAPKAP1
195	NM_001006620	chr9	-	128199672	128469513	MAPKAP1
195	NM_001006621	chr9	-	128199672	128469513	MAPKAP1
195	NM_024117	chr9	-	128199672	128469513	MAPKAP1
195	NM_001006618	chr9	-	128283748	128469513	MAPKAP1
1624	NM_133640	chr9	-	136207750	136215011	MED22
1624	NM_181491	chr9	-	136207750	136215011	MED22
1614	NM_001253882	chr9	-	134948737	134955274	MED27
201	NM_001253881	chr9	-	134735496	134955274	MED27
201	NM_004269	chr9	-	134735496	134955274	MED27
190	NM_001080497	chr9	-	123363195	123476765	MEGF9
864	NM_001256685	chr9	+	36572858	36677680	MELK
864	NM_001256687	chr9	+	36572858	36677680	MELK
864	NM_001256688	chr9	+	36572858	36677680	MELK
864	NM_001256689	chr9	+	36572858	36677680	MELK
864	NM_001256690	chr9	+	36572858	36677680	MELK
864	NM_001256691	chr9	+	36572858	36677680	MELK
864	NM_001256692	chr9	+	36572858	36677680	MELK
864	NM_001256693	chr9	+	36572858	36677680	MELK
864	NM_014791	chr9	+	36572858	36677680	MELK
864	NR_046337	chr9	+	36572858	36677680	MELK
1326	NM_032558	chr9	+	97136832	97223202	MFSD14B
168	NR_002894	chr9	-	99708326	99775862	MFSD14C
1590	NM_032809	chr9	+	131799252	131834351	MIGA2
622	NR_029836	chr9	+	4850296	4850375	MIR101-2
1649	NR_029695	chr9	+	139565053	139565138	MIR126
198	NR_031672	chr9	+	131114325	131424415	MIR1268A
1111	NR_031629	chr9	-	69002238	69002321	MIR1299
585	NR_036267	chr9	+	30143	30281	MIR1302-10
585	NR_036268	chr9	+	30143	30281	MIR1302-11
585	NR_036051	chr9	+	30143	30281	MIR1302-2
1348	NR_031637	chr9	-	100125835	100125963	MIR1302-8
585	NR_036266	chr9	+	30143	30281	MIR1302-9
1523	NR_029604	chr9	-	123007256	123007328	MIR147A
1557	NR_029611	chr9	+	127454720	127454830	MIR181A2
1557	NR_038975	chr9	+	127420714	127460907	MIR181A2HG
1557	NR_029782	chr9	+	127455988	127456077	MIR181B2
1584	NR_029619	chr9	-	131006999	131007109	MIR199B
1145	NR_029621	chr9	-	73424890	73425000	MIR204
1585	NR_029837	chr9	-	131154896	131154993	MIR219A2
1585	NR_039815	chr9	+	131154899	131154987	MIR219B
1329	NR_031755	chr9	+	97572243	97572339	MIR2278
1331	NR_029664	chr9	+	97847489	97847586	MIR23B
1331	NR_029496	chr9	+	97848302	97848370	MIR24-1
1331	NR_029665	chr9	+	97847726	97847823	MIR27B
1581	NR_036055	chr9	+	130548196	130548286	MIR2861
1331	NR_036109	chr9	-	97848295	97848376	MIR3074
749	NR_029505	chr9	-	21512113	21512184	MIR31
726	NR_036107	chr9	+	18573303	18573377	MIR3152
1286	NR_036108	chr9	+	91927139	91927221	MIR3153
1584	NR_036110	chr9	-	131007225	131007309	MIR3154
93	NR_027054	chr9	-	21454266	21559697	MIR31HG
1438	NR_029506	chr9	-	111808508	111808578	MIR32
1653	NR_037416	chr9	-	140063637	140063722	MIR3621
1310	NR_037424	chr9	-	95054739	95054829	MIR3651
1635	NR_037460	chr9	-	137741020	137742490	MIR3689A
1635	NR_037469	chr9	-	137741970	137742118	MIR3689B
1635	NR_039691	chr9	-	137741143	137741215	MIR3689C
1635	NR_039693	chr9	-	137741454	137741528	MIR3689D1
1635	NR_039694	chr9	-	137742122	137742202	MIR3689D2
1635	NR_039695	chr9	-	137742415	137742487	MIR3689E
1635	NR_039696	chr9	-	137742587	137742653	MIR3689F
1305	NR_037472	chr9	+	94398532	94398643	MIR3910-1
1305	NR_037489	chr9	-	94398548	94398627	MIR3910-2
1580	NR_037473	chr9	-	130452965	130453074	MIR3911
1441	NR_037493	chr9	-	112273754	112273825	MIR3927
1581	NR_039767	chr9	+	130548111	130548202	MIR3960
1282	NR_036252	chr9	-	91360750	91360820	MIR4289
1292	NR_036253	chr9	-	92785722	92785817	MIR4290
161	NR_038882	chr9	-	92782935	92803781	MIR4290HG
1321	NR_036254	chr9	+	96581638	96581703	MIR4291
1651	NR_036251	chr9	+	139725408	139725475	MIR4292
740	NR_039684	chr9	-	20411145	20411236	MIR4473
741	NR_039685	chr9	-	20502262	20502340	MIR4474
865	NR_039686	chr9	-	36823535	36823596	MIR4475
866	NR_039687	chr9	-	36893458	36893528	MIR4476
1106	NR_039688	chr9	-	68415307	68415388	MIR4477A
1106	NR_039689	chr9	+	68415307	68415388	MIR4477B
1537	NR_039690	chr9	-	124882360	124882446	MIR4478
1651	NR_039697	chr9	+	139781184	139781255	MIR4479
866	NR_039766	chr9	-	36864250	36864305	MIR4540
1477	NR_030255	chr9	+	116971713	116971809	MIR455
630	NR_039811	chr9	+	6007825	6007904	MIR4665
856	NR_039813	chr9	+	35608090	35608156	MIR4667
1460	NR_039814	chr9	+	114694379	114694449	MIR4668
1632	NR_039816	chr9	+	137271256	137271318	MIR4669
1312	NR_039817	chr9	-	95290265	95290340	MIR4670
1581	NR_039819	chr9	-	130631693	130631774	MIR4672
1648	NR_039820	chr9	-	139414019	139414078	MIR4673
1648	NR_039821	chr9	-	139440624	139440711	MIR4674
743	NR_030166	chr9	+	20716103	20716187	MIR491
1320	NR_049853	chr9	+	96357122	96357176	MIR548AU
1621	NR_049862	chr9	+	135821093	135821158	MIR548AW
147	NR_031679	chr9	-	78118511	78338744	MIR548H3
1545	NR_030331	chr9	-	125873824	125873922	MIR600
1545	NR_026677	chr9	-	125871772	125877756	MIR600HG
1547	NR_030332	chr9	-	126164803	126164882	MIR601
1658	NR_030333	chr9	+	140732870	140732968	MIR602
1331	NR_106729	chr9	+	97827631	97827728	MIR6081
1650	NR_106780	chr9	-	139641344	139641422	MIR6722
840	NR_106910	chr9	-	33467866	33467933	MIR6851
857	NR_106911	chr9	-	35710672	35710738	MIR6852
857	NR_106912	chr9	+	35732918	35732992	MIR6853
1355	NR_106913	chr9	-	100991430	100991499	MIR6854
1596	NR_106914	chr9	+	132631883	132631950	MIR6855
1603	NR_106915	chr9	+	133501683	133501750	MIR6856
1622	NR_106937	chr9	+	135927382	135927446	MIR6877
1245	NR_029605	chr9	-	86584662	86584772	MIR7-1
1655	NR_106964	chr9	-	140344477	140344538	MIR7114
1548	NR_106972	chr9	-	126247807	126247901	MIR7150
1455	NR_106989	chr9	-	114033435	114033494	MIR7702
1419	NR_107048	chr9	+	109363208	109363303	MIR8081
805	NR_030618	chr9	-	28888876	28888953	MIR873
805	NR_030597	chr9	-	28863623	28863704	MIR876
1324	NR_029476	chr9	+	96938238	96938318	MIRLET7A1
1324	NR_029481	chr9	+	96941115	96941202	MIRLET7D
1324	NR_046163	chr9	-	96938851	96966848	MIRLET7DHG
1324	NR_046165	chr9	-	96938851	96966848	MIRLET7DHG
1324	NR_029483	chr9	+	96938628	96938715	MIRLET7F1
78	NM_005511	chr9	+	5890908	5909822	MLANA
92	NM_001286691	chr9	-	20341662	20621986	MLLT3
92	NM_004529	chr9	-	20341662	20622542	MLLT3
99	NM_024761	chr9	-	27325206	27529850	MOB3B
1538	NM_001286828	chr9	+	124922186	124962367	MORN5
1538	NM_198469	chr9	+	124922186	124962367	MORN5
85	NM_001261406	chr9	-	13105702	13279563	MPDZ
85	NM_001261407	chr9	-	13105702	13279563	MPDZ
85	NM_003829	chr9	-	13105702	13279563	MPDZ
1656	NM_032477	chr9	+	140446308	140447007	MRPL41
1379	NM_019051	chr9	-	104152248	104160919	MRPL50
1640	NM_016034	chr9	+	138392476	138396519	MRPS2
1640	NR_051967	chr9	+	138392476	138396519	MRPS2
1640	NR_051968	chr9	+	138392476	138396519	MRPS2
1640	NR_051969	chr9	+	138392476	138396519	MRPS2
1640	NR_051970	chr9	+	138392476	138396519	MRPS2
192	NM_001173512	chr9	+	125026881	125085742	MRRF
192	NM_138777	chr9	+	125026881	125085742	MRRF
192	NM_199177	chr9	+	125033142	125085742	MRRF
1372	NM_001198807	chr9	+	103189494	103214016	MSANTD3
1372	NM_080655	chr9	+	103189494	103214016	MSANTD3
1372	NM_001198805	chr9	+	103189710	103214016	MSANTD3
1372	NM_001198806	chr9	+	103191795	103214016	MSANTD3
171	NM_001198812	chr9	+	103204187	103339918	MSANTD3-TMEFF1
857	NM_001044264	chr9	-	35752987	35754274	MSMP
751	NM_002451	chr9	+	21802634	21865969	MTAP
1373	NM_001018116	chr9	+	103340360	103350669	MURC
181	NM_001166280	chr9	+	113431050	113563278	MUSK
181	NM_001166281	chr9	+	113431050	113563278	MUSK
181	NM_005592	chr9	+	113431050	113563278	MUSK
196	NM_001011703	chr9	+	129089122	129159912	MVB12B
196	NM_033446	chr9	+	129089122	129269320	MVB12B
157	NM_024635	chr9	+	88556056	88637217	NAA35
157	NM_001321881	chr9	+	88556056	88637205	NAA35
157	NM_001321882	chr9	+	88556443	88640377	NAA35
205	NM_144653	chr9	-	138898382	138987131	NACC2
1583	NM_197956	chr9	-	130823511	130829599	NAIF1
1648	NR_121577	chr9	+	139442293	139444196	NALT1
1364	NR_102270	chr9	-	102117621	102137539	NAMA
1364	NR_102271	chr9	-	102117621	102137539	NAMA
1354	NM_018946	chr9	+	100818958	100845365	NANS
168	NM_002486	chr9	+	100395704	100436029	NCBP1
1599	NM_014286	chr9	+	132934856	132999583	NCS1
1599	NM_001128826	chr9	+	132962871	132999583	NCS1
1653	NM_001144026	chr9	+	140100118	140113813	NDOR1
1653	NM_001144027	chr9	+	140100118	140113813	NDOR1
1653	NM_001144028	chr9	+	140100118	140113813	NDOR1
1653	NM_014434	chr9	+	140100118	140113813	NDOR1
192	NM_001318195	chr9	-	124894744	124922098	NDUFA8
192	NM_014222	chr9	-	124906337	124922098	NDUFA8
833	NM_001199987	chr9	-	32553523	32573182	NDUFB6
833	NM_002493	chr9	-	32553523	32573182	NDUFB6
833	NM_182739	chr9	-	32553523	32573182	NDUFB6
1554	NM_001166169	chr9	+	127054698	127114719	NEK6
1554	NM_001166167	chr9	+	127019884	127114719	NEK6
1554	NM_001145001	chr9	+	127020195	127114719	NEK6
1554	NM_014397	chr9	+	127020195	127114719	NEK6
1554	NM_001166168	chr9	+	127020529	127114719	NEK6
1554	NM_001166170	chr9	+	127054249	127114719	NEK6
1554	NM_001166171	chr9	+	127054249	127114719	NEK6
1654	NM_015456	chr9	+	140149751	140168000	NELFB
86	NM_001282787	chr9	-	14081841	14180801	NFIB
86	NM_001190737	chr9	-	14081841	14314045	NFIB
86	NM_005596	chr9	-	14081841	14314045	NFIB
86	NM_001190738	chr9	-	14081841	14398982	NFIB
1303	NM_005384	chr9	-	94171326	94186144	NFIL3
1303	NM_001289999	chr9	-	94171326	94186908	NFIL3
1303	NM_001290000	chr9	-	94171326	94186908	NFIL3
104	NM_147134	chr9	+	33290414	33348721	NFX1
104	NM_001318758	chr9	+	33290414	33371161	NFX1
104	NM_002504	chr9	+	33290414	33371161	NFX1
1316	NM_004148	chr9	-	95883770	95896570	NINJ1
1405	NM_015469	chr9	+	107509968	107522403	NIPSNAP3A
1405	NM_018376	chr9	+	107526021	107540045	NIPSNAP3B
1405	NR_130759	chr9	+	107526021	107540045	NIPSNAP3B
1405	NR_130760	chr9	+	107526021	107540045	NIPSNAP3B
1177	NM_001127603	chr9	-	77676115	77703133	NMRK1
1177	NM_017881	chr9	-	77676115	77703133	NMRK1
1177	NR_023352	chr9	-	77676115	77703133	NMRK1
840	NM_139235	chr9	-	33461350	33473941	NOL6
840	NM_022917	chr9	-	33461350	33473941	NOL6
1310	NM_001256394	chr9	-	95059639	95087876	NOL8
1310	NM_017948	chr9	-	95059639	95087876	NOL8
1310	NR_046106	chr9	-	95059639	95087876	NOL8
1648	NM_017617	chr9	-	139388884	139440238	NOTCH1
1655	NM_001256067	chr9	+	140317846	140328858	NOXA1
1655	NM_001256068	chr9	+	140317846	140328858	NOXA1
1655	NM_006647	chr9	+	140317846	140328858	NOXA1
1652	NM_015392	chr9	-	139933908	139940676	NPDC1
858	NM_003995	chr9	+	35792405	35809728	NPR2
1367	NM_173199	chr9	+	102584136	102596341	NR4A3
1367	NM_006981	chr9	+	102584136	102629173	NR4A3
1367	NM_173200	chr9	+	102584136	102629173	NR4A3
1555	NM_004959	chr9	-	127243514	127269699	NR5A1
194	NM_001278546	chr9	-	127279553	127533589	NR6A1
194	NM_001489	chr9	-	127279553	127533589	NR6A1
194	NM_033334	chr9	-	127279553	127533589	NR6A1
1654	NM_001004354	chr9	-	140194082	140196703	NRARP
1570	NR_045006	chr9	-	129170053	129172783	NRON
1655	NM_001130969	chr9	-	140342022	140353786	NSMF
1655	NM_001130970	chr9	-	140342022	140353786	NSMF
1655	NM_001130971	chr9	-	140342022	140353786	NSMF
1655	NM_001178064	chr9	-	140342022	140353786	NSMF
1655	NM_015537	chr9	-	140342022	140353786	NSMF
199	NM_001286796	chr9	+	132371162	132398410	NTMT1
199	NM_001286797	chr9	+	132382491	132398410	NTMT1
1595	NM_001286798	chr9	+	132388431	132398410	NTMT1
1595	NM_001286800	chr9	+	132388431	132398410	NTMT1
1595	NM_001286801	chr9	+	132388431	132398410	NTMT1
1595	NM_001286802	chr9	+	132388431	132398410	NTMT1
1595	NM_001286803	chr9	+	132388431	132398410	NTMT1
1595	NM_014064	chr9	+	132388431	132398410	NTMT1
1595	NR_104596	chr9	+	132388431	132398410	NTMT1
1595	NM_001286799	chr9	+	132388722	132398410	NTMT1
1615	NM_032536	chr9	+	135037333	135118220	NTNG2
156	NM_001291937	chr9	+	87283372	87430623	NTRK2
156	NM_006180	chr9	+	87283372	87641985	NTRK2
156	NM_001007097	chr9	+	87284594	87430623	NTRK2
156	NM_001018065	chr9	+	87284594	87492813	NTRK2
156	NM_001018066	chr9	+	87284594	87492813	NTRK2
156	NM_001018064	chr9	+	87285291	87641985	NTRK2
105	NM_001161	chr9	+	34329503	34343711	NUDT2
105	NM_001244390	chr9	+	34329503	34343711	NUDT2
105	NM_147172	chr9	+	34329503	34343711	NUDT2
105	NM_147173	chr9	+	34329503	34343711	NUDT2
198	NM_015354	chr9	+	131709971	131769375	NUP188
200	NM_001318325	chr9	+	134065501	134110057	NUP214
200	NM_001318324	chr9	+	134000947	134110057	NUP214
200	NM_005085	chr9	+	134000947	134110057	NUP214
1325	NM_017561	chr9	-	97080477	97090926	NUTM2F
1345	NM_001170741	chr9	+	99691285	99701700	NUTM2G
1345	NM_001045477	chr9	+	99691285	99704572	NUTM2G
1280	NM_001161625	chr9	+	91150015	91159462	NXNL2
1280	NM_145283	chr9	+	91150015	91190704	NXNL2
1641	NM_001293189	chr9	+	138437984	138441815	OBP2A
1641	NM_001293193	chr9	+	138437984	138441815	OBP2A
1641	NM_014582	chr9	+	138437984	138441815	OBP2A
1641	NR_120603	chr9	+	138437984	138441815	OBP2A
1623	NM_001288987	chr9	-	136080665	136084637	OBP2B
1623	NM_014581	chr9	-	136080665	136084637	OBP2B
1623	NR_110242	chr9	-	136080665	136084637	OBP2B
1623	NR_110243	chr9	-	136080665	136084637	OBP2B
1586	NM_153436	chr9	+	131217433	131257119	ODF2
1586	NM_001242354	chr9	+	131218284	131257119	ODF2
1586	NM_153432	chr9	+	131218284	131257119	ODF2
1586	NM_153439	chr9	+	131218284	131257119	ODF2
1586	NM_001242352	chr9	+	131218284	131263571	ODF2
1586	NM_001242353	chr9	+	131218284	131263571	ODF2
1586	NM_002540	chr9	+	131218284	131263571	ODF2
1586	NM_153435	chr9	+	131218284	131263571	ODF2
1586	NM_153440	chr9	+	131218678	131257119	ODF2
1586	NM_153433	chr9	+	131218678	131263571	ODF2
1586	NM_153437	chr9	+	131219185	131257119	ODF2
163	NM_014057	chr9	-	95145552	95166981	OGN
163	NM_033014	chr9	-	95145552	95166981	OGN
163	NM_024416	chr9	-	95145552	95166981	OGN
1637	NM_014279	chr9	+	137967088	138013030	OLFM1
1637	NM_006334	chr9	+	137967102	137989952	OLFM1
1637	NM_001282612	chr9	+	137979105	138013030	OLFM1
1637	NM_001282611	chr9	+	137979513	138013030	OLFM1
1558	NM_182487	chr9	+	127539436	127577170	OLFML2A
1558	NM_001282715	chr9	+	127563152	127577170	OLFML2A
1311	NM_005014	chr9	-	95176526	95186836	OMD
1404	NM_001004481	chr9	-	107366951	107367908	OR13C2
1403	NM_001001961	chr9	-	107298050	107299094	OR13C3
1403	NM_001001919	chr9	-	107288533	107289490	OR13C4
1404	NM_001004482	chr9	-	107360737	107361694	OR13C5
1403	NM_001004483	chr9	+	107331448	107332411	OR13C8
1404	NM_001001956	chr9	-	107379528	107380485	OR13C9
1404	NM_001004484	chr9	+	107456702	107457743	OR13D1
1403	NM_001004485	chr9	+	107266543	107267503	OR13F1
858	NM_001004487	chr9	-	35869459	35870398	OR13J1
1541	NM_001004450	chr9	-	125390857	125391814	OR1B1
1540	NM_001004451	chr9	-	125239236	125240205	OR1J1
1540	NM_054107	chr9	+	125273080	125274022	OR1J2
1540	NM_001004452	chr9	+	125281419	125282361	OR1J4
1542	NM_080859	chr9	+	125562401	125563352	OR1K1
1541	NM_001005236	chr9	+	125423994	125424927	OR1L1
1542	NM_001005234	chr9	+	125437408	125438383	OR1L3
1542	NM_001005235	chr9	+	125486268	125487204	OR1L4
1542	NM_001004453	chr9	+	125512126	125513062	OR1L6
1541	NM_001004454	chr9	-	125329826	125330756	OR1L8
1540	NM_012363	chr9	-	125288636	125289572	OR1N1
1541	NM_001004457	chr9	+	125315448	125316441	OR1N2
1541	NM_012364	chr9	+	125377016	125377961	OR1Q1
1455	NM_205859	chr9	-	114089762	114090713	OR2K2
859	NM_019897	chr9	-	35957104	35958151	OR2S2
1542	NM_001001923	chr9	+	125551211	125552174	OR5C1
1478	NM_000607	chr9	+	117085302	117088759	ORM1
1478	NM_000608	chr9	+	117092068	117095536	ORM2
147	NM_012383	chr9	+	77703397	77762114	OSTF1
1641	NM_001018048	chr9	+	138453601	138458622	PAEP
1641	NM_001018049	chr9	+	138453601	138458622	PAEP
1641	NM_002571	chr9	+	138453601	138458622	PAEP
